index,tvBench_id,db_id,question,source,gold,pred
3898,3139,university_basketball,Show me about the proportion of All_Games_Percent and All_Games_Percent in a pie chart .,<N> Show me about the proportion of All_Games_Percent and All_Games_Percent in a pie chart . </N> <C> mark [T] data basketball_match encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> basketball_match <COL> all_games_percent </COL> <VAL> </VAL> </D>,mark arc data basketball_match encoding x all_games y aggregate none all_games_percent,mark arc data basketball_match encoding x all_road y aggregate none all_games_percent
3902,2916,swimming,Show me about the distribution of meter_300 and ID in a bar chart .,<N> Show me about the distribution of meter_300 and ID in a bar chart . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> id meter_300 meter_100 meter_200 meter_400 meter_500 meter_600 meter_700 name time </COL> <VAL> </VAL> </D>,mark bar data swimmer encoding x meter_300 y aggregate none id,mark bar data swimmer encoding x name y aggregate none id
3914,2917@x_name@ASC,swimming,"Find meter_300 and meter_100 , and visualize them by a bar chart , and sort by the names from low to high .","<N> Find meter_300 and meter_100 , and visualize them by a bar chart , and sort by the names from low to high . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_300 meter_100 meter_700 meter_600 name meter_500 meter_200 meter_400 id time </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none meter_100 transform sort x asc,mark bar data swimmer encoding x name y aggregate none meter_100 transform sort x asc
3920,901@x_name@DESC,culture_company,"Show all director names who have a movie in the year 1999 or 2000 , and count them by a bar chart , and I want to display by the bars in descending .","<N> Show all director names who have a movie in the year 1999 or 2000 , and count them by a bar chart , and I want to display by the bars in descending . </N> <C> mark [T] data movie encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> movie <COL> year director movie_id </COL> <VAL> </VAL> </D>",mark bar data movie encoding x director y aggregate count director transform filter year = 1999 or year = 2000 group x sort x desc,"mark bar data movie encoding x year y aggregate count year transform filter movie = movie = movie = 94107 and events != ""nyy"" group x sort x desc"
3922,2874,student_1,"For each grade , show me the relationships between grade and the total number of students in the grade .","<N> For each grade , show me the relationships between grade and the total number of students in the grade . </N> <C> mark [T] data list encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> list <COL> grade </COL> <VAL> </VAL> </D>",mark point data list encoding x grade y aggregate count grade transform group x,mark bar data list encoding x classroom y aggregate sum grade transform group x
3926,1506,gas_company,Show the number of companies whose headquarters are not from USA fpr each main industry in a bar chart .,<N> Show the number of companies whose headquarters are not from USA fpr each main industry in a bar chart . </N> <C> mark [T] data company encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> company <COL> headquarters main_industry </COL> <VAL> </VAL> </D>,mark bar data company encoding x main_industry y aggregate count main_industry transform filter headquarters != 'usa' group x,mark bar data company encoding x headquarters y aggregate count headquarters transform filter main_industry = 'banking' group x
3940,1383,farm,What are the statuses and average populations of each city .,<N> What are the statuses and average populations of each city . </N> <C> mark [T] data city encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> city <COL> population status </COL> <VAL> </VAL> </D>,mark arc data city encoding x status y aggregate mean population transform group x,mark bar data city encoding x status y aggregate mean population transform group x
3942,2998,tracking_share_transactions,What are the number of the dates of transactions with at least 100 share count or amount bigger than 100 ?,<N> What are the number of the dates of transactions with at least 100 share count or amount bigger than 100 ? </N> <C> mark [T] data transactions encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> transactions <COL> share_count </COL> <VAL> 930 8040 </VAL> </D>,mark bar data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter share_count >= 100 or amount_of_transaction >= 100 bin x by weekday,mark bar data transactions encoding x date_of_transaction y aggregate count share_count transform filter share_count > 100 or amount_of_transaction > 1000 bin x by weekday
3948,79@y_name@DESC,apartment_rentals,"A bar chart for returning the number of the date of birth for all the guests with gender code ""Male"" , and show Y in descending order .","<N> A bar chart for returning the number of the date of birth for all the guests with gender code ""Male"" , and show Y in descending order . </N> <C> mark [T] data guests encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> guests <COL> gender_code date_of_birth guest_last_name guest_first_name </COL> <VAL> Bode Male Keith Gabe Toy Mante </VAL> </D>","mark bar data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" sort y desc bin x by weekday",mark bar data guests encoding x gender_code y aggregate count gender_code transform group x sort y desc
3960,1361@x_name@ASC,employee_hire_evaluation,"For the average of Employee_ID , Start_from , visualize the trend , and order in asc by the X-axis .","<N> For the average of Employee_ID , Start_from , visualize the trend , and order in asc by the X-axis . </N> <C> mark [T] data hiring encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> hiring <COL> employee_id start_from </COL> <VAL> </VAL> </D>",mark line data hiring encoding x start_from y aggregate mean employee_id transform sort x asc bin x by year,mark line data hiring encoding x start_from y aggregate mean employee_id color is_full_time transform sort x asc bin x by year
3978,515@y_name@ASC,college_1,"How many departments are in each school Show bar chart , and show y-axis in ascending order .","<N> How many departments are in each school Show bar chart , and show y-axis in ascending order . </N> <C> mark [T] data department encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> department <COL> </COL> <VAL> </VAL> </D>",mark bar data department encoding x school_code y aggregate count distinct dept_name transform sort count(distinct dept_name) asc,mark bar data department encoding x school_code y aggregate count distinct dept_name transform sort count(distinct dept_address) asc
3988,2948@y_name@DESC,theme_gallery,"Show me how many year by year in a histogram , and I want to list Y-axis in desc order .","<N> Show me how many year by year in a histogram , and I want to list Y-axis in desc order . </N> <C> mark [T] data exhibition encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> exhibition <COL> year </COL> <VAL> </VAL> </D>",mark bar data exhibition encoding x year y aggregate count year transform sort y desc bin x by weekday,mark bar data exhibition encoding x year y aggregate count year transform group theme sort y desc
3990,3269,world_1,Draw a bar chart of continent versus mean lifeexpectancy,<N> Draw a bar chart of continent versus mean lifeexpectancy </N> <C> mark [T] data country encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> country <COL> continent lifeexpectancy name </COL> <VAL> Iran Iraq Oman </VAL> </D>,mark bar data country encoding x continent y aggregate mean lifeexpectancy transform group x,mark bar data country encoding x governmentform y aggregate mean lifeexpectancy transform group continent
3992,157@x_name@ASC,baseball_1,"count yearid for visualizing a line chart , and sort X in asc order .","<N> count yearid for visualizing a line chart , and sort X in asc order . </N> <C> mark [T] data hall_of_fame encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> hall_of_fame <COL> yearid </COL> <VAL> </VAL> </D>",mark line data hall_of_fame encoding x yearid y aggregate count yearid transform sort x asc bin x by year,mark line data hall_of_fame encoding x yearid y aggregate count yearid transform group x sort x asc
4004,685@y_name@DESC,company_office,", and show in desc by the total number .","<N> , and show in desc by the total number . </N> <C> mark [T] data companies encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> companies <COL> id name </COL> <VAL> Total </VAL> </D>",mark bar data companies encoding x industry y aggregate count industry transform group x sort y desc,mark bar data companies encoding x name y aggregate count name transform group x sort x desc
